class,probability,count
892,7.081651441116069e-05,28
893,1.2645806144850122e-05,5
894,1.2645806144850122e-05,5
895,5.311238580837051e-05,21
896,5.0583224579400486e-05,20
897,2.5291612289700243e-05,10
898,7.5874836869100735e-06,3
899,2.0233289831760196e-05,8
900,5.817070826631056e-05,23
901,5.817070826631056e-05,23
902,3.0349934747640294e-05,12
903,1.5174967373820147e-05,6
904,2.276245106073022e-05,9
905,3.0349934747640294e-05,12
906,3.0349934747640294e-05,12
907,2.5291612289700245e-06,1
908,1.0116644915880098e-05,4
909,5.817070826631056e-05,23
910,2.0233289831760196e-05,8
911,5.817070826631056e-05,23
912,4.805406335043046e-05,19
913,2.0233289831760196e-05,8
914,4.552490212146044e-05,18
915,1.7704128602790172e-05,7
916,5.058322457940049e-06,2
917,3.2879095976610314e-05,13
918,3.793741843455037e-05,15
919,4.805406335043046e-05,19
920,7.334567564013071e-05,29
921,4.552490212146044e-05,18
922,2.7820773518670267e-05,11
923,0.00010116644915880097,40
924,7.5874836869100735e-06,3
925,5.0583224579400486e-05,20
926,5.0583224579400486e-05,20
927,3.0349934747640294e-05,12
928,3.0349934747640294e-05,12
929,7.5874836869100735e-06,3
930,2.0233289831760196e-05,8
931,7.5874836869100735e-06,3
932,4.2995740892490416e-05,17
933,3.0349934747640294e-05,12
934,2.276245106073022e-05,9
935,1.0116644915880098e-05,4
936,3.2879095976610314e-05,13
937,6.32290307242506e-05,25
938,5.058322457940049e-06,2
939,7.5874836869100735e-06,3
940,3.793741843455037e-05,15
941,1.2645806144850122e-05,5
942,2.5291612289700243e-05,10
943,2.5291612289700243e-05,10
944,1.2645806144850122e-05,5
945,1.0116644915880098e-05,4
946,1.2645806144850122e-05,5
947,3.793741843455037e-05,15
948,2.5291612289700243e-05,10
949,6.069986949528059e-05,24
950,3.5408257205580345e-05,14
951,3.0349934747640294e-05,12
952,5.311238580837051e-05,21
953,3.0349934747640294e-05,12
954,5.817070826631056e-05,23
955,7.5874836869100735e-06,3
956,1.2645806144850122e-05,5
957,4.805406335043046e-05,19
958,2.7820773518670267e-05,11
959,6.32290307242506e-05,25
960,1.0116644915880098e-05,4
961,6.828735318219065e-05,27
962,1.5174967373820147e-05,6
963,2.276245106073022e-05,9
964,3.5408257205580345e-05,14
965,2.276245106073022e-05,9
966,2.5291612289700243e-05,10
967,3.0349934747640294e-05,12
968,8.346232055601081e-05,33
969,4.805406335043046e-05,19
970,1.2645806144850122e-05,5
971,1.2645806144850122e-05,5
972,5.5641547037340534e-05,22
973,2.5291612289700243e-05,10
974,4.046657966352039e-05,16
975,1.2645806144850122e-05,5
976,4.046657966352039e-05,16
977,7.5874836869100735e-06,3
978,2.0233289831760196e-05,8
979,3.793741843455037e-05,15
980,2.5291612289700243e-05,10
981,2.5291612289700243e-05,10
982,3.2879095976610314e-05,13
983,2.276245106073022e-05,9
984,2.7820773518670267e-05,11
985,2.5291612289700243e-05,10
986,2.276245106073022e-05,9
987,2.5291612289700243e-05,10
988,1.2645806144850122e-05,5
989,3.793741843455037e-05,15
990,1.7704128602790172e-05,7
991,3.0349934747640294e-05,12
992,1.0116644915880098e-05,4
993,4.046657966352039e-05,16
994,4.046657966352039e-05,16
995,7.5874836869100735e-06,3
996,5.5641547037340534e-05,22
997,4.046657966352039e-05,16
998,5.0583224579400486e-05,20
999,1.2645806144850122e-05,5
1000,1.2645806144850122e-05,5
1001,1.7704128602790172e-05,7
1002,3.2879095976610314e-05,13
1003,1.2645806144850122e-05,5
1004,2.0233289831760196e-05,8
1005,5.058322457940049e-06,2
1006,1.5174967373820147e-05,6
1007,2.7820773518670267e-05,11
1008,2.5291612289700243e-05,10
1009,5.058322457940049e-06,2
1010,2.0233289831760196e-05,8
1011,4.046657966352039e-05,16
1012,1.0116644915880098e-05,4
1013,4.805406335043046e-05,19
1014,3.5408257205580345e-05,14
1015,7.5874836869100735e-06,3
1016,4.552490212146044e-05,18
1017,6.575819195322063e-05,26
1018,1.2645806144850122e-05,5
1019,2.5291612289700243e-05,10
1020,4.046657966352039e-05,16
1021,5.058322457940049e-06,2
1022,5.0583224579400486e-05,20
1023,4.552490212146044e-05,18
1024,2.276245106073022e-05,9
1025,3.0349934747640294e-05,12
1026,3.2879095976610314e-05,13
1027,4.2995740892490416e-05,17
1028,3.0349934747640294e-05,12
1029,1.5174967373820147e-05,6
1030,6.828735318219065e-05,27
1031,2.276245106073022e-05,9
1032,3.793741843455037e-05,15
1033,3.2879095976610314e-05,13
1034,3.793741843455037e-05,15
1035,3.5408257205580345e-05,14
1036,4.552490212146044e-05,18
1037,2.0233289831760196e-05,8
1038,4.046657966352039e-05,16
1039,3.793741843455037e-05,15
1040,7.5874836869100735e-06,3
1041,1.5174967373820147e-05,6
1042,4.552490212146044e-05,18
1043,4.046657966352039e-05,16
1044,6.828735318219065e-05,27
1045,2.7820773518670267e-05,11
1046,4.552490212146044e-05,18
1047,8.346232055601081e-05,33
1048,2.276245106073022e-05,9
1049,1.2645806144850122e-05,5
1050,2.276245106073022e-05,9
1051,7.5874836869100735e-06,3
1052,7.081651441116069e-05,28
1053,3.0349934747640294e-05,12
1054,4.805406335043046e-05,19
1055,1.2645806144850122e-05,5
1056,2.5291612289700243e-05,10
1057,2.0233289831760196e-05,8
1058,2.7820773518670267e-05,11
1059,4.046657966352039e-05,16
1060,3.5408257205580345e-05,14
1061,7.5874836869100735e-06,3
1062,1.5174967373820147e-05,6
1063,1.7704128602790172e-05,7
1064,7.840399809807076e-05,31
1065,4.552490212146044e-05,18
1066,1.5174967373820147e-05,6
1067,7.5874836869100735e-06,3
1068,1.5174967373820147e-05,6
1069,3.0349934747640294e-05,12
1070,7.840399809807076e-05,31
1071,3.2879095976610314e-05,13
1072,7.081651441116069e-05,28
1073,2.5291612289700243e-05,10
1074,7.334567564013071e-05,29
1075,3.2879095976610314e-05,13
1076,2.276245106073022e-05,9
1077,3.5408257205580345e-05,14
1078,3.0349934747640294e-05,12
1079,4.046657966352039e-05,16
1080,5.058322457940049e-06,2
1081,4.2995740892490416e-05,17
1082,1.0116644915880098e-05,4
1083,1.0116644915880098e-05,4
1084,5.058322457940049e-06,2
1085,3.2879095976610314e-05,13
1086,1.7704128602790172e-05,7
1087,1.7704128602790172e-05,7
1088,2.0233289831760196e-05,8
1089,2.0233289831760196e-05,8
1090,3.2879095976610314e-05,13
1091,2.0233289831760196e-05,8
1092,7.5874836869100735e-06,3
1093,2.276245106073022e-05,9
1094,4.805406335043046e-05,19
1095,6.575819195322063e-05,26
1096,7.5874836869100735e-06,3
1097,3.0349934747640294e-05,12
1098,1.2645806144850122e-05,5
1099,3.0349934747640294e-05,12
1100,6.069986949528059e-05,24
1101,2.0233289831760196e-05,8
1102,2.7820773518670267e-05,11
1103,6.32290307242506e-05,25
1104,3.5408257205580345e-05,14
1105,3.0349934747640294e-05,12
1106,2.276245106073022e-05,9
1107,8.346232055601081e-05,33
1108,2.5291612289700243e-05,10
1109,1.2645806144850122e-05,5
1110,3.793741843455037e-05,15
1111,4.046657966352039e-05,16
1112,3.5408257205580345e-05,14
1113,3.5408257205580345e-05,14
1114,1.7704128602790172e-05,7
1115,1.2645806144850122e-05,5
1116,5.058322457940049e-06,2
1117,3.0349934747640294e-05,12
1118,2.7820773518670267e-05,11
1119,2.276245106073022e-05,9
1120,5.058322457940049e-06,2
1121,4.046657966352039e-05,16
1122,2.7820773518670267e-05,11
1123,4.2995740892490416e-05,17
1124,3.793741843455037e-05,15
1125,3.0349934747640294e-05,12
1126,1.2645806144850122e-05,5
1127,6.575819195322063e-05,26
1128,3.5408257205580345e-05,14
1129,2.7820773518670267e-05,11
1130,3.793741843455037e-05,15
1131,1.5174967373820147e-05,6
1132,3.5408257205580345e-05,14
1133,4.046657966352039e-05,16
1134,5.0583224579400486e-05,20
1135,2.0233289831760196e-05,8
1136,2.0233289831760196e-05,8
1137,4.046657966352039e-05,16
1138,3.5408257205580345e-05,14
1139,3.0349934747640294e-05,12
1140,1.2645806144850122e-05,5
1141,4.046657966352039e-05,16
1142,4.552490212146044e-05,18
1143,2.276245106073022e-05,9
1144,2.0233289831760196e-05,8
1145,4.552490212146044e-05,18
1146,1.0116644915880098e-05,4
1147,1.7704128602790172e-05,7
1148,1.5174967373820147e-05,6
1149,1.2645806144850122e-05,5
1150,2.7820773518670267e-05,11
1151,2.5291612289700245e-06,1
1152,2.5291612289700243e-05,10
1153,3.0349934747640294e-05,12
1154,2.276245106073022e-05,9
1155,1.0116644915880098e-05,4
1156,4.805406335043046e-05,19
1157,7.5874836869100735e-06,3
1158,1.5174967373820147e-05,6
1159,1.7704128602790172e-05,7
1160,7.5874836869100735e-06,3
1161,4.2995740892490416e-05,17
1162,1.0116644915880098e-05,4
1163,2.276245106073022e-05,9
1164,3.2879095976610314e-05,13
1165,3.5408257205580345e-05,14
1166,2.0233289831760196e-05,8
1167,3.5408257205580345e-05,14
1168,5.0583224579400486e-05,20
1169,1.7704128602790172e-05,7
1170,5.311238580837051e-05,21
1171,2.276245106073022e-05,9
1172,2.5291612289700243e-05,10
1173,7.5874836869100735e-06,3
1174,5.0583224579400486e-05,20
1175,1.2645806144850122e-05,5
1176,4.805406335043046e-05,19
1177,1.7704128602790172e-05,7
1178,4.046657966352039e-05,16
1179,5.5641547037340534e-05,22
1180,4.805406335043046e-05,19
1181,5.058322457940049e-06,2
1182,1.2645806144850122e-05,5
1183,4.046657966352039e-05,16
1184,1.7704128602790172e-05,7
1185,7.5874836869100735e-06,3
1186,4.2995740892490416e-05,17
1187,4.046657966352039e-05,16
1188,1.5174967373820147e-05,6
1189,3.2879095976610314e-05,13
1190,4.552490212146044e-05,18
1191,5.058322457940049e-06,2
1192,3.5408257205580345e-05,14
1193,1.5174967373820147e-05,6
1194,5.311238580837051e-05,21
1195,2.0233289831760196e-05,8
1196,1.0116644915880098e-05,4
1197,5.058322457940049e-06,2
1198,3.2879095976610314e-05,13
1199,3.0349934747640294e-05,12
1200,3.5408257205580345e-05,14
1201,5.0583224579400486e-05,20
1202,3.2879095976610314e-05,13
1203,6.575819195322063e-05,26
1204,2.5291612289700243e-05,10
1205,1.7704128602790172e-05,7
1206,1.2645806144850122e-05,5
1207,5.058322457940049e-06,2
1208,4.2995740892490416e-05,17
1209,3.793741843455037e-05,15
1210,1.5174967373820147e-05,6
1211,3.793741843455037e-05,15
1212,1.2645806144850122e-05,5
1213,2.0233289831760196e-05,8
1214,4.552490212146044e-05,18
1215,5.5641547037340534e-05,22
1216,3.0349934747640294e-05,12
1217,2.5291612289700243e-05,10
1218,5.311238580837051e-05,21
1219,3.793741843455037e-05,15
1220,1.0116644915880098e-05,4
1221,5.311238580837051e-05,21
1222,4.046657966352039e-05,16
1223,9.104980424292088e-05,36
1224,6.828735318219065e-05,27
1225,3.5408257205580345e-05,14
1226,4.805406335043046e-05,19
1227,5.058322457940049e-06,2
1228,2.0233289831760196e-05,8
1229,2.5291612289700243e-05,10
1230,2.276245106073022e-05,9
1231,4.805406335043046e-05,19
1232,2.7820773518670267e-05,11
1233,1.2645806144850122e-05,5
1234,3.2879095976610314e-05,13
1235,3.2879095976610314e-05,13
1236,7.334567564013071e-05,29
1237,5.311238580837051e-05,21
1238,2.276245106073022e-05,9
1239,1.5174967373820147e-05,6
1240,4.2995740892490416e-05,17
1241,4.046657966352039e-05,16
1242,1.7704128602790172e-05,7
1243,1.5174967373820147e-05,6
1244,4.805406335043046e-05,19
1245,1.2645806144850122e-05,5
1246,2.0233289831760196e-05,8
1247,7.5874836869100735e-06,3
1248,2.7820773518670267e-05,11
1249,1.5174967373820147e-05,6
1250,3.5408257205580345e-05,14
1251,3.2879095976610314e-05,13
1252,2.0233289831760196e-05,8
1253,2.5291612289700245e-06,1
1254,6.32290307242506e-05,25
1255,3.0349934747640294e-05,12
1256,1.7704128602790172e-05,7
1257,3.0349934747640294e-05,12
1258,5.311238580837051e-05,21
1259,3.2879095976610314e-05,13
1260,3.0349934747640294e-05,12
1261,1.7704128602790172e-05,7
1262,1.5174967373820147e-05,6
1263,2.7820773518670267e-05,11
1264,2.7820773518670267e-05,11
1265,5.817070826631056e-05,23
1266,2.7820773518670267e-05,11
1267,3.793741843455037e-05,15
1268,5.0583224579400486e-05,20
1269,1.7704128602790172e-05,7
1270,3.5408257205580345e-05,14
1271,5.058322457940049e-06,2
1272,3.2879095976610314e-05,13
1273,7.5874836869100735e-06,3
1274,7.081651441116069e-05,28
1275,1.5174967373820147e-05,6
1276,4.2995740892490416e-05,17
1277,3.0349934747640294e-05,12
1278,4.2995740892490416e-05,17
1279,3.5408257205580345e-05,14
1280,6.575819195322063e-05,26
1281,4.552490212146044e-05,18
1282,5.5641547037340534e-05,22
1283,4.552490212146044e-05,18
1284,1.5174967373820147e-05,6
1285,7.5874836869100735e-06,3
1286,4.046657966352039e-05,16
1287,4.046657966352039e-05,16
1288,7.5874836869100735e-06,3
1289,3.793741843455037e-05,15
1290,1.7704128602790172e-05,7
1291,6.069986949528059e-05,24
1292,2.0233289831760196e-05,8
1293,4.2995740892490416e-05,17
1294,5.058322457940049e-06,2
1295,2.7820773518670267e-05,11
1296,3.793741843455037e-05,15
1297,7.5874836869100735e-06,3
1298,2.7820773518670267e-05,11
1299,4.2995740892490416e-05,17
1300,1.2645806144850122e-05,5
1301,1.2645806144850122e-05,5
1302,2.7820773518670267e-05,11
1303,8.346232055601081e-05,33
1304,2.276245106073022e-05,9
1305,4.805406335043046e-05,19
1306,3.2879095976610314e-05,13
1307,1.5174967373820147e-05,6
1308,2.0233289831760196e-05,8
1309,4.552490212146044e-05,18
1310,2.7820773518670267e-05,11
1311,4.2995740892490416e-05,17
1312,1.7704128602790172e-05,7
1313,6.828735318219065e-05,27
1314,6.069986949528059e-05,24
1315,3.793741843455037e-05,15
1316,3.0349934747640294e-05,12
1317,4.552490212146044e-05,18
1318,1.5174967373820147e-05,6
1319,1.0116644915880098e-05,4
1320,1.2645806144850122e-05,5
1321,2.5291612289700245e-06,1
1322,1.7704128602790172e-05,7
1323,2.7820773518670267e-05,11
1324,4.805406335043046e-05,19
1325,4.046657966352039e-05,16
1326,3.2879095976610314e-05,13
1327,5.5641547037340534e-05,22
1328,4.552490212146044e-05,18
1329,7.5874836869100735e-06,3
1330,1.5174967373820147e-05,6
1331,2.7820773518670267e-05,11
1332,4.2995740892490416e-05,17
1333,5.5641547037340534e-05,22
1334,2.0233289831760196e-05,8
1335,4.046657966352039e-05,16
1336,4.552490212146044e-05,18
1337,3.793741843455037e-05,15
1338,1.2645806144850122e-05,5
1339,4.552490212146044e-05,18
1340,2.5291612289700243e-05,10
1341,4.552490212146044e-05,18
1342,2.276245106073022e-05,9
1343,1.0116644915880098e-05,4
1344,4.046657966352039e-05,16
1345,1.5174967373820147e-05,6
1346,2.0233289831760196e-05,8
1347,2.276245106073022e-05,9
1348,5.311238580837051e-05,21
1349,4.2995740892490416e-05,17
1350,3.0349934747640294e-05,12
1351,7.5874836869100735e-06,3
1352,2.5291612289700243e-05,10
1353,4.552490212146044e-05,18
1354,6.828735318219065e-05,27
1355,2.7820773518670267e-05,11
1356,1.7704128602790172e-05,7
1357,1.5174967373820147e-05,6
1358,1.0116644915880098e-05,4
1359,2.5291612289700243e-05,10
1360,4.805406335043046e-05,19
1361,1.5174967373820147e-05,6
1362,2.5291612289700245e-06,1
1363,3.2879095976610314e-05,13
1364,2.5291612289700243e-05,10
1365,3.2879095976610314e-05,13
1366,2.7820773518670267e-05,11
1367,2.276245106073022e-05,9
1368,2.276245106073022e-05,9
1369,4.552490212146044e-05,18
1370,3.2879095976610314e-05,13
1371,3.793741843455037e-05,15
1372,4.552490212146044e-05,18
1373,3.793741843455037e-05,15
1374,3.2879095976610314e-05,13
1375,2.5291612289700243e-05,10
1376,3.793741843455037e-05,15
1377,3.793741843455037e-05,15
1378,3.5408257205580345e-05,14
1379,6.069986949528059e-05,24
1380,7.5874836869100735e-06,3
1381,2.276245106073022e-05,9
1382,6.575819195322063e-05,26
1383,1.7704128602790172e-05,7
1384,5.058322457940049e-06,2
1385,4.805406335043046e-05,19
1386,2.276245106073022e-05,9
1387,5.058322457940049e-06,2
1388,1.7704128602790172e-05,7
1389,1.7704128602790172e-05,7
1390,3.5408257205580345e-05,14
1391,5.058322457940049e-06,2
1392,3.793741843455037e-05,15
1393,1.7704128602790172e-05,7
1394,1.5174967373820147e-05,6
1395,1.5174967373820147e-05,6
1396,2.0233289831760196e-05,8
1397,1.2645806144850122e-05,5
1398,1.0116644915880098e-05,4
1399,3.0349934747640294e-05,12
1400,5.311238580837051e-05,21
1401,7.587483686910074e-05,30
1402,4.552490212146044e-05,18
1403,2.276245106073022e-05,9
1404,5.5641547037340534e-05,22
1405,6.32290307242506e-05,25
1406,3.0349934747640294e-05,12
1407,4.805406335043046e-05,19
1408,6.828735318219065e-05,27
1409,2.276245106073022e-05,9
1410,1.2645806144850122e-05,5
1411,2.276245106073022e-05,9
1412,5.058322457940049e-06,2
1413,3.5408257205580345e-05,14
1414,1.7704128602790172e-05,7
1415,6.575819195322063e-05,26
1416,2.276245106073022e-05,9
1417,2.7820773518670267e-05,11
1418,3.0349934747640294e-05,12
1419,1.5174967373820147e-05,6
1420,5.0583224579400486e-05,20
1421,2.0233289831760196e-05,8
1422,3.5408257205580345e-05,14
1423,2.276245106073022e-05,9
1424,7.334567564013071e-05,29
1425,3.2879095976610314e-05,13
1426,1.5174967373820147e-05,6
1427,2.276245106073022e-05,9
1428,5.058322457940049e-06,2
1429,3.5408257205580345e-05,14
1430,3.793741843455037e-05,15
1431,2.276245106073022e-05,9
1432,5.0583224579400486e-05,20
1433,1.5174967373820147e-05,6
1434,5.5641547037340534e-05,22
1435,2.0233289831760196e-05,8
1436,9.863728792983095e-05,39
1437,1.0116644915880098e-05,4
1438,8.093315932704078e-05,32
1439,2.7820773518670267e-05,11
1440,1.0116644915880098e-05,4
1441,1.0116644915880098e-05,4
1442,5.817070826631056e-05,23
1443,7.587483686910074e-05,30
1444,1.0116644915880098e-05,4
1445,2.0233289831760196e-05,8
1446,5.0583224579400486e-05,20
1447,2.7820773518670267e-05,11
1448,3.793741843455037e-05,15
1449,3.2879095976610314e-05,13
1450,1.5174967373820147e-05,6
1451,3.0349934747640294e-05,12
1452,4.552490212146044e-05,18
1453,1.5174967373820147e-05,6
1454,2.276245106073022e-05,9
1455,4.2995740892490416e-05,17
1456,4.2995740892490416e-05,17
1457,3.2879095976610314e-05,13
1458,2.7820773518670267e-05,11
1459,4.805406335043046e-05,19
1460,2.0233289831760196e-05,8
1461,5.058322457940049e-06,2
1462,1.7704128602790172e-05,7
1463,5.311238580837051e-05,21
1464,5.0583224579400486e-05,20
1465,1.5174967373820147e-05,6
1466,1.5174967373820147e-05,6
1467,3.0349934747640294e-05,12
1468,4.2995740892490416e-05,17
1469,2.7820773518670267e-05,11
1470,2.5291612289700243e-05,10
1471,1.0116644915880098e-05,4
1472,7.5874836869100735e-06,3
1473,2.0233289831760196e-05,8
1474,3.5408257205580345e-05,14
1475,2.7820773518670267e-05,11
1476,3.5408257205580345e-05,14
